Coderange,level1_desc,level2_desc,level3_desc,URL
Z05,Factors influencing health status and contact with health services,Persons encountering health services for examinations,Encounter for observation and evaluation of newborn for suspected diseases and conditions ruled out,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z00-Z13/Z05-
Z08,Factors influencing health status and contact with health services,Persons encountering health services for examinations,Encounter for follow-up examination after completed treatment for malignant neoplasm,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z00-Z13/Z08-
Z09,Factors influencing health status and contact with health services,Persons encountering health services for examinations,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z00-Z13/Z09-
Z11,Factors influencing health status and contact with health services,Persons encountering health services for examinations,Encounter for screening for infectious and parasitic diseases,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z00-Z13/Z11-
Z12,Factors influencing health status and contact with health services,Persons encountering health services for examinations,Encounter for screening for malignant neoplasms,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z00-Z13/Z12-
Z13,Factors influencing health status and contact with health services,Persons encountering health services for examinations,Encounter for screening for other diseases and disorders,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z00-Z13/Z13-
Z14,Factors influencing health status and contact with health services,Genetic carrier and genetic susceptibility to disease,Genetic carrier,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z14-Z15/Z14-
Z15,Factors influencing health status and contact with health services,Genetic carrier and genetic susceptibility to disease,Genetic susceptibility to disease,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z14-Z15/Z15-
Z16,Factors influencing health status and contact with health services,Resistance to antimicrobial drugs,Resistance to antimicrobial drugs,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z16-Z16/Z16-
Z17,Factors influencing health status and contact with health services,"Estrogen, and other hormones and factors receptor status","Estrogen, and other hormones and factors receptor status",https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z17-Z17/Z17-
Z18,Factors influencing health status and contact with health services,Retained foreign body fragments,Retained foreign body fragments,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z18-Z18/Z18-
Z19,Factors influencing health status and contact with health services,Hormone sensitivity malignancy status,Hormone sensitivity malignancy status,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z19-Z19/Z19-
Z20,Factors influencing health status and contact with health services,Persons with potential health hazards related to communicable diseases,Contact with and (suspected) exposure to communicable diseases,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z20-Z29/Z20-
Z21,Factors influencing health status and contact with health services,Persons with potential health hazards related to communicable diseases,Asymptomatic human immunodeficiency virus [HIV] infection status,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z20-Z29/Z21-
Z22,Factors influencing health status and contact with health services,Persons with potential health hazards related to communicable diseases,Carrier of infectious disease,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z20-Z29/Z22-
Z23,Factors influencing health status and contact with health services,Persons with potential health hazards related to communicable diseases,Encounter for immunization,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z20-Z29/Z23-
Z28,Factors influencing health status and contact with health services,Persons with potential health hazards related to communicable diseases,Immunization not carried out and underimmunization status,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z20-Z29/Z28-
Z29,Factors influencing health status and contact with health services,Persons with potential health hazards related to communicable diseases,Encounter for other prophylactic measures,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z20-Z29/Z29-
Z30,Factors influencing health status and contact with health services,Persons encountering health services in circumstances related to reproduction,Encounter for contraceptive management,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z30-Z39/Z30-
Z31,Factors influencing health status and contact with health services,Persons encountering health services in circumstances related to reproduction,Encounter for procreative management,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z30-Z39/Z31-
Z32,Factors influencing health status and contact with health services,Persons encountering health services in circumstances related to reproduction,Encounter for pregnancy test and childbirth and childcare instruction,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z30-Z39/Z32-
Z33,Factors influencing health status and contact with health services,Persons encountering health services in circumstances related to reproduction,Pregnant state,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z30-Z39/Z33-
Z34,Factors influencing health status and contact with health services,Persons encountering health services in circumstances related to reproduction,Encounter for supervision of normal pregnancy,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z30-Z39/Z34-
Z36,Factors influencing health status and contact with health services,Persons encountering health services in circumstances related to reproduction,Encounter for antenatal screening of mother,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z30-Z39/Z36-
Z37,Factors influencing health status and contact with health services,Persons encountering health services in circumstances related to reproduction,Outcome of delivery,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z30-Z39/Z37-
Z38,Factors influencing health status and contact with health services,Persons encountering health services in circumstances related to reproduction,Liveborn infants according to place of birth and type of delivery,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z30-Z39/Z38-
Z39,Factors influencing health status and contact with health services,Persons encountering health services in circumstances related to reproduction,Encounter for maternal postpartum care and examination,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z30-Z39/Z39-
Z3A,Factors influencing health status and contact with health services,Persons encountering health services in circumstances related to reproduction,Weeks of gestation,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z30-Z39/Z3A-
Z40,Factors influencing health status and contact with health services,Encounters for other specific health care,Encounter for prophylactic surgery,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z40-Z53/Z40-
Z41,Factors influencing health status and contact with health services,Encounters for other specific health care,Encounter for procedures for purposes other than remedying health state,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z40-Z53/Z41-
Z42,Factors influencing health status and contact with health services,Encounters for other specific health care,Encounter for plastic and reconstructive surgery following medical procedure or healed injury,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z40-Z53/Z42-
Z43,Factors influencing health status and contact with health services,Encounters for other specific health care,Encounter for attention to artificial openings,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z40-Z53/Z43-
Z44,Factors influencing health status and contact with health services,Encounters for other specific health care,Encounter for fitting and adjustment of external prosthetic device,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z40-Z53/Z44-
Z45,Factors influencing health status and contact with health services,Encounters for other specific health care,Encounter for adjustment and management of implanted device,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z40-Z53/Z45-
Z46,Factors influencing health status and contact with health services,Encounters for other specific health care,Encounter for fitting and adjustment of other devices,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z40-Z53/Z46-
Z47,Factors influencing health status and contact with health services,Encounters for other specific health care,Orthopedic aftercare,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z40-Z53/Z47-
Z48,Factors influencing health status and contact with health services,Encounters for other specific health care,Encounter for other postprocedural aftercare,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z40-Z53/Z48-
Z49,Factors influencing health status and contact with health services,Encounters for other specific health care,Encounter for care involving renal dialysis,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z40-Z53/Z49-
Z51,Factors influencing health status and contact with health services,Encounters for other specific health care,Encounter for other aftercare and medical care,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z40-Z53/Z51-
Z52,Factors influencing health status and contact with health services,Encounters for other specific health care,Donors of organs and tissues,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z40-Z53/Z52-
Z53,Factors influencing health status and contact with health services,Encounters for other specific health care,"Persons encountering health services for specific procedures and treatment, not carried out",https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z40-Z53/Z53-
Z55,Factors influencing health status and contact with health services,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Problems related to education and literacy,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z55-Z65/Z55-
Z56,Factors influencing health status and contact with health services,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Problems related to employment and unemployment,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z55-Z65/Z56-
Z57,Factors influencing health status and contact with health services,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Occupational exposure to risk factors,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z55-Z65/Z57-
Z58,Factors influencing health status and contact with health services,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Problems related to physical environment,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z55-Z65/Z58-
Z59,Factors influencing health status and contact with health services,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Problems related to housing and economic circumstances,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z55-Z65/Z59-
Z60,Factors influencing health status and contact with health services,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Problems related to social environment,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z55-Z65/Z60-
Z62,Factors influencing health status and contact with health services,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Problems related to upbringing,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z55-Z65/Z62-
Z63,Factors influencing health status and contact with health services,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,"Other problems related to primary support group, including family circumstances",https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z55-Z65/Z63-
Z64,Factors influencing health status and contact with health services,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Problems related to certain psychosocial circumstances,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z55-Z65/Z64-
Z65,Factors influencing health status and contact with health services,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Problems related to other psychosocial circumstances,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z55-Z65/Z65-
Z66,Factors influencing health status and contact with health services,Do not resuscitate status,Do not resuscitate,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z66-Z66/Z66-
Z67,Factors influencing health status and contact with health services,Blood type,Blood type,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z67-Z67/Z67-
Z68,Factors influencing health status and contact with health services,Body mass index (BMI),Body mass index [BMI],https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z68-Z68/Z68-
Z69,Factors influencing health status and contact with health services,Persons encountering health services in other circumstances,Encounter for mental health services for victim and perpetrator of abuse,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z69-Z76/Z69-
Z70,Factors influencing health status and contact with health services,Persons encountering health services in other circumstances,"Counseling related to sexual attitude, behavior and orientation",https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z69-Z76/Z70-
Z71,Factors influencing health status and contact with health services,Persons encountering health services in other circumstances,"Persons encountering health services for other counseling and medical advice, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z69-Z76/Z71-
Z72,Factors influencing health status and contact with health services,Persons encountering health services in other circumstances,Problems related to lifestyle,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z69-Z76/Z72-
Z73,Factors influencing health status and contact with health services,Persons encountering health services in other circumstances,Problems related to life management difficulty,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z69-Z76/Z73-
Z74,Factors influencing health status and contact with health services,Persons encountering health services in other circumstances,Problems related to care provider dependency,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z69-Z76/Z74-
Z75,Factors influencing health status and contact with health services,Persons encountering health services in other circumstances,Problems related to medical facilities and other health care,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z69-Z76/Z75-
Z76,Factors influencing health status and contact with health services,Persons encountering health services in other circumstances,Persons encountering health services in other circumstances,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z69-Z76/Z76-
Z77,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Other contact with and (suspected) exposures hazardous to health,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z77-
Z78,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Other specified health status,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z78-
Z79,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Long term (current) drug therapy,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z79-
Z80,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Family history of primary malignant neoplasm,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z80-
Z81,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Family history of mental and behavioral disorders,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z81-
Z82,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Family history of certain disabilities and chronic diseases (leading to disablement),https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z82-
Z83,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Family history of other specific disorders,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z83-
Z84,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Family history of other conditions,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z84-
Z85,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Personal history of malignant neoplasm,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z85-
Z86,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Personal history of certain other diseases,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z86-
Z87,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Personal history of other diseases and conditions,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z87-
Z88,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,"Allergy status to drugs, medicaments and biological substances",https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z88-
Z89,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Acquired absence of limb,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z89-
Z90,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,"Acquired absence of organs, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z90-
Z91,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,"Personal risk factors, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z91-
Z92,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Personal history of medical treatment,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z92-
Z93,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Artificial opening status,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z93-
Z94,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Transplanted organ and tissue status,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z94-
Z95,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Presence of cardiac and vascular implants and grafts,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z95-
Z96,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Presence of other functional implants,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z96-
Z97,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Presence of other devices,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z97-
Z98,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Other postprocedural states,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z98-
Z99,Factors influencing health status and contact with health services,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,"Dependence on enabling machines and devices, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99/Z99-
